ZONE I=5
0 0.336806 -0.572636 0 
0.015625 0.336806 -0.545453 0 
0.03125 0.336806 -0.514593 0 
0.046875 0.336806 -0.480058 0 
0.0625 0.336806 -0.441846 0 
ZONE I=5
0.0625 0.336806 -0.441846 0 
0.078125 0.336806 -0.399499 0 
0.09375 0.336806 -0.352856 0 
0.109375 0.336806 -0.301919 0 
0.125 0.336806 -0.246685 0 
ZONE I=5
0.125 0.336806 -0.246685 0 
0.140625 0.336806 -0.186999 0 
0.15625 0.336806 -0.123256 0 
0.171875 0.336806 -0.0554563 0 
0.1875 0.336806 0.0164006 0 
ZONE I=5
0.1875 0.336806 0.0164006 0 
0.203125 0.336806 0.0919071 0 
0.21875 0.336806 0.169962 0 
0.234375 0.336806 0.250565 0 
0.25 0.336806 0.333717 0 
ZONE I=5
0.25 0.336806 0.333717 0 
0.265625 0.336806 0.418297 0 
0.28125 0.336806 0.502599 0 
0.296875 0.336806 0.586623 0 
0.3125 0.336806 0.670369 0 
ZONE I=5
0.3125 0.336806 0.670369 0 
0.328125 0.336806 0.752114 0 
0.34375 0.336806 0.829949 0 
0.359375 0.336806 0.903872 0 
0.375 0.336806 0.973884 0 
ZONE I=5
0.375 0.336806 0.973884 0 
0.390625 0.336806 1.03807 0 
0.40625 0.336806 1.09492 0 
0.421875 0.336806 1.14442 0 
0.4375 0.336806 1.18657 0 
ZONE I=5
0.4375 0.336806 1.18657 0 
0.453125 0.336806 1.21988 0 
0.46875 0.336806 1.24376 0 
0.484375 0.336806 1.25819 0 
0.5 0.336806 1.26319 0 
ZONE I=5
0.5 0.336806 1.26319 0 
0.515625 0.336806 1.25819 0 
0.53125 0.336806 1.24376 0 
0.546875 0.336806 1.21988 0 
0.5625 0.336806 1.18657 0 
ZONE I=5
0.5625 0.336806 1.18657 0 
0.578125 0.336806 1.14442 0 
0.59375 0.336806 1.09492 0 
0.609375 0.336806 1.03807 0 
0.625 0.336806 0.973884 0 
ZONE I=5
0.625 0.336806 0.973884 0 
0.640625 0.336806 0.903872 0 
0.65625 0.336806 0.829949 0 
0.671875 0.336806 0.752114 0 
0.6875 0.336806 0.670369 0 
ZONE I=5
0.6875 0.336806 0.670369 0 
0.703125 0.336806 0.586623 0 
0.71875 0.336806 0.502599 0 
0.734375 0.336806 0.418297 0 
0.75 0.336806 0.333717 0 
ZONE I=5
0.75 0.336806 0.333717 0 
0.765625 0.336806 0.250565 0 
0.78125 0.336806 0.169962 0 
0.796875 0.336806 0.0919071 0 
0.8125 0.336806 0.0164006 0 
ZONE I=5
0.8125 0.336806 0.0164006 0 
0.828125 0.336806 -0.0554563 0 
0.84375 0.336806 -0.123256 0 
0.859375 0.336806 -0.186999 0 
0.875 0.336806 -0.246685 0 
ZONE I=5
0.875 0.336806 -0.246685 0 
0.890625 0.336806 -0.301919 0 
0.90625 0.336806 -0.352856 0 
0.921875 0.336806 -0.399499 0 
0.9375 0.336806 -0.441846 0 
ZONE I=5
0.9375 0.336806 -0.441846 0 
0.953125 0.336806 -0.480058 0 
0.96875 0.336806 -0.514593 0 
0.984375 0.336806 -0.545453 0 
1 0.336806 -0.572636 0 
