ZONE I=5
0 0 0 
0.000785398 0.000685713 0 
0.0015708 0.00137143 0 
0.00235619 0.00205714 0 
0.00314159 0.00274285 0 
ZONE I=5
0.00314159 0.00274285 0 
0.00392699 0.00342856 0 
0.00471239 0.00411427 0 
0.00549779 0.00479997 0 
0.00628319 0.00548568 0 
ZONE I=5
0.00628319 0.00548568 0 
0.00706858 0.00617138 0 
0.00785398 0.00685708 0 
0.00863938 0.00754278 0 
0.00942478 0.00822847 0 
ZONE I=5
0.00942478 0.00822847 0 
0.0102102 0.00891416 0 
0.0109956 0.00959985 0 
0.011781 0.0102855 0 
0.0125664 0.0109712 0 
ZONE I=5
0.0125664 0.0109712 0 
0.0133518 0.0116569 0 
0.0141372 0.0123425 0 
0.0149226 0.0130282 0 
0.015708 0.0137139 0 
ZONE I=5
0.015708 0.0137139 0 
0.0164934 0.0143995 0 
0.0172788 0.0150852 0 
0.0180642 0.0157708 0 
0.0188496 0.0164564 0 
ZONE I=5
0.0188496 0.0164564 0 
0.019635 0.0171421 0 
0.0204204 0.0178277 0 
0.0212058 0.0185133 0 
0.0219911 0.0191989 0 
ZONE I=5
0.0219911 0.0191989 0 
0.0227765 0.0198845 0 
0.0235619 0.0205701 0 
0.0243473 0.0212556 0 
0.0251327 0.0219412 0 
ZONE I=5
0.0251327 0.0219412 0 
0.0259181 0.0226268 0 
0.0267035 0.0233123 0 
0.0274889 0.0239979 0 
0.0282743 0.0246834 0 
ZONE I=5
0.0282743 0.0246834 0 
0.0290597 0.0253689 0 
0.0298451 0.0260544 0 
0.0306305 0.0267399 0 
0.0314159 0.0274254 0 
ZONE I=5
0.0314159 0.0274254 0 
0.0322013 0.0281109 0 
0.0329867 0.0287963 0 
0.0337721 0.0294818 0 
0.0345575 0.0301672 0 
ZONE I=5
0.0345575 0.0301672 0 
0.0353429 0.0308526 0 
0.0361283 0.031538 0 
0.0369137 0.0322234 0 
0.0376991 0.0329088 0 
ZONE I=5
0.0376991 0.0329088 0 
0.0384845 0.0335942 0 
0.0392699 0.0342795 0 
0.0400553 0.0349649 0 
0.0408407 0.0356502 0 
ZONE I=5
0.0408407 0.0356502 0 
0.0416261 0.0363355 0 
0.0424115 0.0370208 0 
0.0431969 0.0377061 0 
0.0439823 0.0383913 0 
ZONE I=5
0.0439823 0.0383913 0 
0.0447677 0.0390766 0 
0.0455531 0.0397618 0 
0.0463385 0.040447 0 
0.0471239 0.0411322 0 
ZONE I=5
0.0471239 0.0411322 0 
0.0479093 0.0418174 0 
0.0486947 0.0425026 0 
0.0494801 0.0431877 0 
0.0502655 0.0438728 0 
ZONE I=5
0.0502655 0.0438728 0 
0.0510509 0.0445579 0 
0.0518363 0.045243 0 
0.0526217 0.0459281 0 
0.0534071 0.0466131 0 
ZONE I=5
0.0534071 0.0466131 0 
0.0541925 0.0472982 0 
0.0549779 0.0479832 0 
0.0557633 0.0486681 0 
0.0565487 0.0493531 0 
ZONE I=5
0.0565487 0.0493531 0 
0.0573341 0.0500381 0 
0.0581195 0.050723 0 
0.0589049 0.0514079 0 
0.0596903 0.0520928 0 
ZONE I=5
0.0596903 0.0520928 0 
0.0604757 0.0527776 0 
0.0612611 0.0534624 0 
0.0620465 0.0541473 0 
0.0628319 0.054832 0 
ZONE I=5
0.0628319 0.054832 0 
0.0636173 0.0555168 0 
0.0644026 0.0562015 0 
0.065188 0.0568863 0 
0.0659734 0.057571 0 
ZONE I=5
0.0659734 0.057571 0 
0.0667588 0.0582556 0 
0.0675442 0.0589403 0 
0.0683296 0.0596249 0 
0.069115 0.0603095 0 
ZONE I=5
0.069115 0.0603095 0 
0.0699004 0.060994 0 
0.0706858 0.0616786 0 
0.0714712 0.0623631 0 
0.0722566 0.0630476 0 
ZONE I=5
0.0722566 0.0630476 0 
0.073042 0.063732 0 
0.0738274 0.0644165 0 
0.0746128 0.0651009 0 
0.0753982 0.0657853 0 
ZONE I=5
0.0753982 0.0657853 0 
0.0761836 0.0664696 0 
0.076969 0.0671539 0 
0.0777544 0.0678382 0 
0.0785398 0.0685225 0 
ZONE I=5
0.0785398 0.0685225 0 
0.0793252 0.0692067 0 
0.0801106 0.0698909 0 
0.080896 0.0705751 0 
0.0816814 0.0712592 0 
ZONE I=5
0.0816814 0.0712592 0 
0.0824668 0.0719433 0 
0.0832522 0.0726274 0 
0.0840376 0.0733115 0 
0.084823 0.0739955 0 
ZONE I=5
0.084823 0.0739955 0 
0.0856084 0.0746795 0 
0.0863938 0.0753634 0 
0.0871792 0.0760474 0 
0.0879646 0.0767313 0 
ZONE I=5
0.0879646 0.0767313 0 
0.08875 0.0774151 0 
0.0895354 0.078099 0 
0.0903208 0.0787827 0 
0.0911062 0.0794665 0 
ZONE I=5
0.0911062 0.0794665 0 
0.0918916 0.0801502 0 
0.092677 0.0808339 0 
0.0934624 0.0815176 0 
0.0942478 0.0822012 0 
ZONE I=5
0.0942478 0.0822012 0 
0.0950332 0.0828848 0 
0.0958186 0.0835683 0 
0.096604 0.0842519 0 
0.0973894 0.0849353 0 
ZONE I=5
0.0973894 0.0849353 0 
0.0981748 0.0856188 0 
0.0989602 0.0863022 0 
0.0997456 0.0869855 0 
0.100531 0.0876689 0 
ZONE I=5
0.100531 0.0876689 0 
0.101316 0.0883522 0 
0.102102 0.0890354 0 
0.102887 0.0897187 0 
0.103673 0.0904018 0 
ZONE I=5
0.103673 0.0904018 0 
0.104458 0.091085 0 
0.105243 0.0917681 0 
0.106029 0.0924511 0 
0.106814 0.0931342 0 
ZONE I=5
0.106814 0.0931342 0 
0.1076 0.0938172 0 
0.108385 0.0945001 0 
0.10917 0.095183 0 
0.109956 0.0958659 0 
ZONE I=5
0.109956 0.0958659 0 
0.110741 0.0965487 0 
0.111527 0.0972315 0 
0.112312 0.0979142 0 
0.113097 0.0985969 0 
ZONE I=5
0.113097 0.0985969 0 
0.113883 0.0992796 0 
0.114668 0.0999622 0 
0.115454 0.100645 0 
0.116239 0.101327 0 
ZONE I=5
0.116239 0.101327 0 
0.117024 0.10201 0 
0.11781 0.102692 0 
0.118595 0.103375 0 
0.119381 0.104057 0 
ZONE I=5
0.119381 0.104057 0 
0.120166 0.104739 0 
0.120951 0.105422 0 
0.121737 0.106104 0 
0.122522 0.106786 0 
ZONE I=5
0.122522 0.106786 0 
0.123308 0.107468 0 
0.124093 0.10815 0 
0.124878 0.108832 0 
0.125664 0.109514 0 
ZONE I=5
0.125664 0.109514 0 
0.126449 0.110196 0 
0.127235 0.110878 0 
0.12802 0.11156 0 
0.128805 0.112242 0 
ZONE I=5
0.128805 0.112242 0 
0.129591 0.112923 0 
0.130376 0.113605 0 
0.131161 0.114287 0 
0.131947 0.114968 0 
ZONE I=5
0.131947 0.114968 0 
0.132732 0.11565 0 
0.133518 0.116331 0 
0.134303 0.117013 0 
0.135088 0.117694 0 
ZONE I=5
0.135088 0.117694 0 
0.135874 0.118376 0 
0.136659 0.119057 0 
0.137445 0.119738 0 
0.13823 0.120419 0 
ZONE I=5
0.13823 0.120419 0 
0.139015 0.1211 0 
0.139801 0.121782 0 
0.140586 0.122463 0 
0.141372 0.123144 0 
ZONE I=5
0.141372 0.123144 0 
0.142157 0.123825 0 
0.142942 0.124505 0 
0.143728 0.125186 0 
0.144513 0.125867 0 
ZONE I=5
0.144513 0.125867 0 
0.145299 0.126548 0 
0.146084 0.127228 0 
0.146869 0.127909 0 
0.147655 0.12859 0 
ZONE I=5
0.147655 0.12859 0 
0.14844 0.12927 0 
0.149226 0.129951 0 
0.150011 0.130631 0 
0.150796 0.131311 0 
ZONE I=5
0.150796 0.131311 0 
0.151582 0.131992 0 
0.152367 0.132672 0 
0.153153 0.133352 0 
0.153938 0.134032 0 
ZONE I=5
0.153938 0.134032 0 
0.154723 0.134712 0 
0.155509 0.135392 0 
0.156294 0.136072 0 
