ZONE I=5
0 0 0 
0.000785398 0.000993759 0 
0.0015708 0.00198752 0 
0.00235619 0.00298127 0 
0.00314159 0.00397502 0 
ZONE I=5
0.00314159 0.00397502 0 
0.00392699 0.00496877 0 
0.00471239 0.0059625 0 
0.00549779 0.00695623 0 
0.00628319 0.00794995 0 
ZONE I=5
0.00628319 0.00794995 0 
0.00706858 0.00894367 0 
0.00785398 0.00993736 0 
0.00863938 0.010931 0 
0.00942478 0.0119247 0 
ZONE I=5
0.00942478 0.0119247 0 
0.0102102 0.0129184 0 
0.0109956 0.013912 0 
0.011781 0.0149056 0 
0.0125664 0.0158992 0 
ZONE I=5
0.0125664 0.0158992 0 
0.0133518 0.0168928 0 
0.0141372 0.0178864 0 
0.0149226 0.0188799 0 
0.015708 0.0198734 0 
ZONE I=5
0.015708 0.0198734 0 
0.0164934 0.0208669 0 
0.0172788 0.0218603 0 
0.0180642 0.0228538 0 
0.0188496 0.0238471 0 
ZONE I=5
0.0188496 0.0238471 0 
0.019635 0.0248405 0 
0.0204204 0.0258338 0 
0.0212058 0.0268271 0 
0.0219911 0.0278204 0 
ZONE I=5
0.0219911 0.0278204 0 
0.0227765 0.0288136 0 
0.0235619 0.0298068 0 
0.0243473 0.0307999 0 
0.0251327 0.031793 0 
ZONE I=5
0.0251327 0.031793 0 
0.0259181 0.0327861 0 
0.0267035 0.0337791 0 
0.0274889 0.0347721 0 
0.0282743 0.035765 0 
ZONE I=5
0.0282743 0.035765 0 
0.0290597 0.0367579 0 
0.0298451 0.0377507 0 
0.0306305 0.0387435 0 
0.0314159 0.0397362 0 
ZONE I=5
0.0314159 0.0397362 0 
0.0322013 0.0407289 0 
0.0329867 0.0417215 0 
0.0337721 0.042714 0 
0.0345575 0.0437065 0 
ZONE I=5
0.0345575 0.0437065 0 
0.0353429 0.044699 0 
0.0361283 0.0456914 0 
0.0369137 0.0466837 0 
0.0376991 0.047676 0 
ZONE I=5
0.0376991 0.047676 0 
0.0384845 0.0486682 0 
0.0392699 0.0496603 0 
0.0400553 0.0506524 0 
0.0408407 0.0516444 0 
ZONE I=5
0.0408407 0.0516444 0 
0.0416261 0.0526363 0 
0.0424115 0.0536281 0 
0.0431969 0.0546199 0 
0.0439823 0.0556117 0 
ZONE I=5
0.0439823 0.0556117 0 
0.0447677 0.0566033 0 
0.0455531 0.0575949 0 
0.0463385 0.0585864 0 
0.0471239 0.0595778 0 
ZONE I=5
0.0471239 0.0595778 0 
0.0479093 0.0605691 0 
0.0486947 0.0615603 0 
0.0494801 0.0625515 0 
0.0502655 0.0635426 0 
ZONE I=5
0.0502655 0.0635426 0 
0.0510509 0.0645336 0 
0.0518363 0.0655245 0 
0.0526217 0.0665153 0 
0.0534071 0.0675061 0 
ZONE I=5
0.0534071 0.0675061 0 
