ZONE I=5
0 0 0 
0.000785398 0.00282481 0 
0.0015708 0.00564948 0 
0.00235619 0.00847402 0 
0.00314159 0.0112984 0 
ZONE I=5
0.00314159 0.0112984 0 
0.00392699 0.0141226 0 
0.00471239 0.0169463 0 
0.00549779 0.0197697 0 
0.00628319 0.0225926 0 
ZONE I=5
0.00628319 0.0225926 0 
0.00706858 0.025415 0 
0.00785398 0.0282368 0 
0.00863938 0.0310579 0 
0.00942478 0.0338783 0 
ZONE I=5
0.00942478 0.0338783 0 
0.0102102 0.0366979 0 
0.0109956 0.0395166 0 
0.011781 0.0423344 0 
0.0125664 0.0451512 0 
ZONE I=5
0.0125664 0.0451512 0 
0.0133518 0.047967 0 
0.0141372 0.0507816 0 
0.0149226 0.053595 0 
0.015708 0.0564072 0 
ZONE I=5
0.015708 0.0564072 0 
0.0164934 0.0592181 0 
0.0172788 0.0620275 0 
0.0180642 0.0648355 0 
0.0188496 0.067642 0 
ZONE I=5
0.0188496 0.067642 0 
0.019635 0.070447 0 
0.0204204 0.0732502 0 
0.0212058 0.0760517 0 
0.0219911 0.0788515 0 
ZONE I=5
0.0219911 0.0788515 0 
0.0227765 0.0816495 0 
0.0235619 0.0844455 0 
0.0243473 0.0872395 0 
0.0251327 0.0900316 0 
ZONE I=5
0.0251327 0.0900316 0 
0.0259181 0.0928216 0 
0.0267035 0.0956093 0 
0.0274889 0.0983948 0 
0.0282743 0.101178 0 
ZONE I=5
0.0282743 0.101178 0 
0.0290597 0.103959 0 
0.0298451 0.106738 0 
0.0306305 0.109514 0 
0.0314159 0.112287 0 
ZONE I=5
0.0314159 0.112287 0 
0.0322013 0.115058 0 
0.0329867 0.117826 0 
0.0337721 0.120592 0 
0.0345575 0.123355 0 
ZONE I=5
0.0345575 0.123355 0 
0.0353429 0.126114 0 
0.0361283 0.128871 0 
0.0369137 0.131625 0 
0.0376991 0.134377 0 
ZONE I=5
0.0376991 0.134377 0 
0.0384845 0.137124 0 
0.0392699 0.139869 0 
0.0400553 0.142611 0 
0.0408407 0.145349 0 
ZONE I=5
0.0408407 0.145349 0 
0.0416261 0.148084 0 
0.0424115 0.150816 0 
0.0431969 0.153544 0 
0.0439823 0.156269 0 
ZONE I=5
0.0439823 0.156269 0 
0.0447677 0.15899 0 
0.0455531 0.161707 0 
0.0463385 0.164421 0 
0.0471239 0.167131 0 
ZONE I=5
0.0471239 0.167131 0 
0.0479093 0.169838 0 
0.0486947 0.17254 0 
0.0494801 0.175239 0 
0.0502655 0.177933 0 
ZONE I=5
0.0502655 0.177933 0 
0.0510509 0.180624 0 
0.0518363 0.183311 0 
0.0526217 0.185993 0 
0.0534071 0.188672 0 
ZONE I=5
0.0534071 0.188672 0 
0.0541925 0.191346 0 
0.0549779 0.194015 0 
0.0557633 0.196681 0 
0.0565487 0.199342 0 
ZONE I=5
0.0565487 0.199342 0 
0.0573341 0.201999 0 
0.0581195 0.204651 0 
0.0589049 0.207299 0 
0.0596903 0.209942 0 
ZONE I=5
0.0596903 0.209942 0 
0.0604757 0.21258 0 
0.0612611 0.215214 0 
0.0620465 0.217843 0 
0.0628319 0.220467 0 
ZONE I=5
0.0628319 0.220467 0 
0.0636173 0.223087 0 
0.0644026 0.225701 0 
0.065188 0.228311 0 
0.0659734 0.230915 0 
ZONE I=5
0.0659734 0.230915 0 
0.0667588 0.233515 0 
0.0675442 0.236109 0 
0.0683296 0.238699 0 
0.069115 0.241283 0 
ZONE I=5
0.069115 0.241283 0 
0.0699004 0.243862 0 
0.0706858 0.246436 0 
0.0714712 0.249004 0 
0.0722566 0.251567 0 
ZONE I=5
0.0722566 0.251567 0 
0.073042 0.254125 0 
0.0738274 0.256677 0 
0.0746128 0.259224 0 
0.0753982 0.261765 0 
ZONE I=5
0.0753982 0.261765 0 
0.0761836 0.264301 0 
0.076969 0.266831 0 
0.0777544 0.269355 0 
0.0785398 0.271874 0 
ZONE I=5
0.0785398 0.271874 0 
0.0793252 0.274387 0 
0.0801106 0.276894 0 
0.080896 0.279395 0 
0.0816814 0.281891 0 
ZONE I=5
0.0816814 0.281891 0 
0.0824668 0.28438 0 
0.0832522 0.286864 0 
0.0840376 0.289341 0 
0.084823 0.291813 0 
ZONE I=5
0.084823 0.291813 0 
0.0856084 0.294279 0 
0.0863938 0.296738 0 
0.0871792 0.299192 0 
0.0879646 0.301639 0 
ZONE I=5
0.0879646 0.301639 0 
0.08875 0.30408 0 
0.0895354 0.306515 0 
0.0903208 0.308943 0 
0.0911062 0.311366 0 
ZONE I=5
0.0911062 0.311366 0 
0.0918916 0.313781 0 
0.092677 0.316191 0 
0.0934624 0.318594 0 
0.0942478 0.320991 0 
ZONE I=5
0.0942478 0.320991 0 
0.0950332 0.323381 0 
0.0958186 0.325765 0 
0.096604 0.328142 0 
0.0973894 0.330513 0 
ZONE I=5
0.0973894 0.330513 0 
0.0981748 0.332877 0 
0.0989602 0.335234 0 
0.0997456 0.337585 0 
0.100531 0.339929 0 
ZONE I=5
0.100531 0.339929 0 
0.101316 0.342267 0 
0.102102 0.344598 0 
0.102887 0.346921 0 
0.103673 0.349239 0 
ZONE I=5
0.103673 0.349239 0 
0.104458 0.351549 0 
0.105243 0.353852 0 
0.106029 0.356149 0 
0.106814 0.358439 0 
ZONE I=5
0.106814 0.358439 0 
0.1076 0.360722 0 
0.108385 0.362998 0 
0.10917 0.365267 0 
0.109956 0.367529 0 
ZONE I=5
0.109956 0.367529 0 
0.110741 0.369784 0 
0.111527 0.372031 0 
0.112312 0.374272 0 
0.113097 0.376506 0 
ZONE I=5
0.113097 0.376506 0 
0.113883 0.378733 0 
0.114668 0.380952 0 
0.115454 0.383165 0 
0.116239 0.38537 0 
ZONE I=5
0.116239 0.38537 0 
0.117024 0.387568 0 
0.11781 0.389759 0 
0.118595 0.391943 0 
0.119381 0.394119 0 
ZONE I=5
0.119381 0.394119 0 
0.120166 0.396288 0 
0.120951 0.39845 0 
0.121737 0.400605 0 
0.122522 0.402752 0 
ZONE I=5
0.122522 0.402752 0 
0.123308 0.404892 0 
0.124093 0.407025 0 
0.124878 0.40915 0 
0.125664 0.411268 0 
ZONE I=5
0.125664 0.411268 0 
0.126449 0.413379 0 
0.127235 0.415482 0 
0.12802 0.417578 0 
0.128805 0.419667 0 
ZONE I=5
0.128805 0.419667 0 
0.129591 0.421748 0 
0.130376 0.423821 0 
0.131161 0.425887 0 
0.131947 0.427946 0 
ZONE I=5
0.131947 0.427946 0 
0.132732 0.429997 0 
0.133518 0.432041 0 
0.134303 0.434077 0 
0.135088 0.436106 0 
ZONE I=5
0.135088 0.436106 0 
0.135874 0.438127 0 
0.136659 0.44014 0 
0.137445 0.442147 0 
0.13823 0.444145 0 
ZONE I=5
0.13823 0.444145 0 
0.139015 0.446136 0 
0.139801 0.44812 0 
0.140586 0.450095 0 
0.141372 0.452064 0 
ZONE I=5
0.141372 0.452064 0 
0.142157 0.454025 0 
0.142942 0.455978 0 
0.143728 0.457923 0 
0.144513 0.459861 0 
ZONE I=5
0.144513 0.459861 0 
0.145299 0.461792 0 
0.146084 0.463715 0 
0.146869 0.46563 0 
0.147655 0.467538 0 
ZONE I=5
0.147655 0.467538 0 
0.14844 0.469438 0 
0.149226 0.47133 0 
0.150011 0.473215 0 
0.150796 0.475092 0 
ZONE I=5
0.150796 0.475092 0 
0.151582 0.476962 0 
0.152367 0.478823 0 
0.153153 0.480678 0 
0.153938 0.482524 0 
ZONE I=5
0.153938 0.482524 0 
0.154723 0.484364 0 
0.155509 0.486195 0 
0.156294 0.488019 0 
0.15708 0.489835 0 
ZONE I=5
0.15708 0.489835 0 
0.157865 0.491644 0 
0.15865 0.493445 0 
0.159436 0.495238 0 
0.160221 0.497024 0 
ZONE I=5
0.160221 0.497024 0 
0.161007 0.498802 0 
0.161792 0.500573 0 
0.162577 0.502335 0 
0.163363 0.504091 0 
ZONE I=5
0.163363 0.504091 0 
0.164148 0.505839 0 
0.164934 0.507579 0 
0.165719 0.509311 0 
0.166504 0.511036 0 
ZONE I=5
0.166504 0.511036 0 
0.16729 0.512754 0 
0.168075 0.514463 0 
0.168861 0.516166 0 
0.169646 0.51786 0 
ZONE I=5
0.169646 0.51786 0 
0.170431 0.519548 0 
0.171217 0.521227 0 
0.172002 0.522899 0 
0.172788 0.524564 0 
ZONE I=5
0.172788 0.524564 0 
0.173573 0.526221 0 
0.174358 0.52787 0 
0.175144 0.529512 0 
0.175929 0.531146 0 
ZONE I=5
0.175929 0.531146 0 
0.176715 0.532773 0 
0.1775 0.534393 0 
0.178285 0.536005 0 
0.179071 0.537609 0 
ZONE I=5
0.179071 0.537609 0 
0.179856 0.539206 0 
0.180642 0.540796 0 
0.181427 0.542378 0 
0.182212 0.543953 0 
ZONE I=5
0.182212 0.543953 0 
0.182998 0.54552 0 
0.183783 0.54708 0 
0.184569 0.548632 0 
0.185354 0.550177 0 
ZONE I=5
0.185354 0.550177 0 
0.186139 0.551715 0 
0.186925 0.553245 0 
0.18771 0.554768 0 
0.188496 0.556284 0 
ZONE I=5
0.188496 0.556284 0 
0.189281 0.557792 0 
0.190066 0.559293 0 
0.190852 0.560787 0 
0.191637 0.562273 0 
ZONE I=5
0.191637 0.562273 0 
0.192423 0.563752 0 
0.193208 0.565224 0 
0.193993 0.566688 0 
0.194779 0.568145 0 
ZONE I=5
0.194779 0.568145 0 
0.195564 0.569596 0 
0.19635 0.571038 0 
0.197135 0.572474 0 
0.19792 0.573902 0 
ZONE I=5
0.19792 0.573902 0 
0.198706 0.575324 0 
0.199491 0.576738 0 
0.200277 0.578145 0 
0.201062 0.579545 0 
ZONE I=5
0.201062 0.579545 0 
0.201847 0.580937 0 
0.202633 0.582323 0 
0.203418 0.583702 0 
0.204204 0.585073 0 
ZONE I=5
0.204204 0.585073 0 
0.204989 0.586438 0 
0.205774 0.587795 0 
0.20656 0.589145 0 
0.207345 0.590489 0 
ZONE I=5
0.207345 0.590489 0 
0.208131 0.591825 0 
0.208916 0.593155 0 
0.209701 0.594477 0 
0.210487 0.595793 0 
ZONE I=5
0.210487 0.595793 0 
0.211272 0.597101 0 
0.212058 0.598403 0 
0.212843 0.599698 0 
0.213628 0.600986 0 
ZONE I=5
0.213628 0.600986 0 
0.214414 0.602267 0 
0.215199 0.603542 0 
0.215984 0.604809 0 
0.21677 0.60607 0 
ZONE I=5
0.21677 0.60607 0 
0.217555 0.607324 0 
0.218341 0.608571 0 
0.219126 0.609811 0 
0.219911 0.611045 0 
ZONE I=5
0.219911 0.611045 0 
0.220697 0.612272 0 
0.221482 0.613493 0 
0.222268 0.614706 0 
0.223053 0.615913 0 
ZONE I=5
0.223053 0.615913 0 
0.223838 0.617114 0 
0.224624 0.618307 0 
0.225409 0.619495 0 
0.226195 0.620675 0 
ZONE I=5
0.226195 0.620675 0 
0.22698 0.621849 0 
0.227765 0.623017 0 
0.228551 0.624178 0 
0.229336 0.625333 0 
ZONE I=5
0.229336 0.625333 0 
0.230122 0.626481 0 
0.230907 0.627623 0 
0.231692 0.628758 0 
0.232478 0.629887 0 
ZONE I=5
0.232478 0.629887 0 
0.233263 0.631009 0 
0.234049 0.632125 0 
0.234834 0.633235 0 
0.235619 0.634338 0 
ZONE I=5
0.235619 0.634338 0 
0.236405 0.635435 0 
0.23719 0.636526 0 
0.237976 0.637611 0 
0.238761 0.638689 0 
ZONE I=5
0.238761 0.638689 0 
0.239546 0.639761 0 
0.240332 0.640827 0 
0.241117 0.641887 0 
0.241903 0.64294 0 
ZONE I=5
0.241903 0.64294 0 
0.242688 0.643988 0 
0.243473 0.645029 0 
0.244259 0.646064 0 
0.245044 0.647093 0 
ZONE I=5
0.245044 0.647093 0 
0.24583 0.648116 0 
0.246615 0.649133 0 
0.2474 0.650144 0 
0.248186 0.651149 0 
ZONE I=5
0.248186 0.651149 0 
0.248971 0.652148 0 
0.249757 0.653141 0 
0.250542 0.654128 0 
0.251327 0.65511 0 
ZONE I=5
0.251327 0.65511 0 
0.252113 0.656085 0 
0.252898 0.657054 0 
0.253684 0.658018 0 
0.254469 0.658976 0 
ZONE I=5
0.254469 0.658976 0 
0.255254 0.659928 0 
0.25604 0.660874 0 
0.256825 0.661815 0 
0.257611 0.662749 0 
ZONE I=5
0.257611 0.662749 0 
0.258396 0.663678 0 
0.259181 0.664602 0 
0.259967 0.66552 0 
0.260752 0.666432 0 
ZONE I=5
0.260752 0.666432 0 
0.261538 0.667338 0 
0.262323 0.668239 0 
0.263108 0.669134 0 
0.263894 0.670024 0 
ZONE I=5
0.263894 0.670024 0 
0.264679 0.670908 0 
0.265465 0.671786 0 
0.26625 0.672659 0 
0.267035 0.673527 0 
ZONE I=5
0.267035 0.673527 0 
0.267821 0.674389 0 
0.268606 0.675246 0 
0.269392 0.676097 0 
0.270177 0.676943 0 
ZONE I=5
0.270177 0.676943 0 
0.270962 0.677784 0 
0.271748 0.678619 0 
0.272533 0.679449 0 
0.273319 0.680274 0 
ZONE I=5
0.273319 0.680274 0 
0.274104 0.681093 0 
0.274889 0.681907 0 
0.275675 0.682716 0 
0.27646 0.68352 0 
ZONE I=5
0.27646 0.68352 0 
0.277246 0.684318 0 
0.278031 0.685112 0 
0.278816 0.6859 0 
0.279602 0.686683 0 
ZONE I=5
0.279602 0.686683 0 
0.280387 0.687461 0 
0.281173 0.688233 0 
0.281958 0.689001 0 
0.282743 0.689764 0 
ZONE I=5
0.282743 0.689764 0 
0.283529 0.690522 0 
0.284314 0.691274 0 
0.2851 0.692022 0 
0.285885 0.692765 0 
ZONE I=5
0.285885 0.692765 0 
0.28667 0.693503 0 
0.287456 0.694236 0 
0.288241 0.694964 0 
0.289027 0.695687 0 
ZONE I=5
0.289027 0.695687 0 
0.289812 0.696405 0 
0.290597 0.697119 0 
0.291383 0.697828 0 
0.292168 0.698532 0 
ZONE I=5
0.292168 0.698532 0 
