ZONE I=5
0 0 0 
0.000785398 0.000343985 0 
0.0015708 0.00068797 0 
0.00235619 0.00103195 0 
0.00314159 0.00137594 0 
ZONE I=5
0.00314159 0.00137594 0 
0.00392699 0.00171992 0 
0.00471239 0.00206391 0 
0.00549779 0.00240789 0 
0.00628319 0.00275188 0 
ZONE I=5
0.00628319 0.00275188 0 
0.00706858 0.00309586 0 
0.00785398 0.00343985 0 
0.00863938 0.00378383 0 
0.00942478 0.00412781 0 
ZONE I=5
0.00942478 0.00412781 0 
0.0102102 0.0044718 0 
0.0109956 0.00481578 0 
0.011781 0.00515976 0 
0.0125664 0.00550374 0 
ZONE I=5
0.0125664 0.00550374 0 
0.0133518 0.00584772 0 
0.0141372 0.00619171 0 
0.0149226 0.00653569 0 
0.015708 0.00687967 0 
ZONE I=5
0.015708 0.00687967 0 
0.0164934 0.00722365 0 
0.0172788 0.00756763 0 
0.0180642 0.00791161 0 
0.0188496 0.00825558 0 
ZONE I=5
0.0188496 0.00825558 0 
0.019635 0.00859956 0 
0.0204204 0.00894354 0 
0.0212058 0.00928752 0 
0.0219911 0.00963149 0 
ZONE I=5
0.0219911 0.00963149 0 
0.0227765 0.00997547 0 
0.0235619 0.0103194 0 
0.0243473 0.0106634 0 
0.0251327 0.0110074 0 
ZONE I=5
0.0251327 0.0110074 0 
0.0259181 0.0113514 0 
0.0267035 0.0116953 0 
0.0274889 0.0120393 0 
0.0282743 0.0123833 0 
ZONE I=5
0.0282743 0.0123833 0 
0.0290597 0.0127272 0 
0.0298451 0.0130712 0 
0.0306305 0.0134152 0 
0.0314159 0.0137591 0 
ZONE I=5
0.0314159 0.0137591 0 
0.0322013 0.0141031 0 
0.0329867 0.0144471 0 
0.0337721 0.014791 0 
0.0345575 0.015135 0 
ZONE I=5
0.0345575 0.015135 0 
0.0353429 0.015479 0 
0.0361283 0.0158229 0 
0.0369137 0.0161669 0 
0.0376991 0.0165108 0 
ZONE I=5
0.0376991 0.0165108 0 
0.0384845 0.0168548 0 
0.0392699 0.0171988 0 
0.0400553 0.0175427 0 
0.0408407 0.0178867 0 
ZONE I=5
0.0408407 0.0178867 0 
0.0416261 0.0182306 0 
0.0424115 0.0185746 0 
0.0431969 0.0189185 0 
0.0439823 0.0192625 0 
ZONE I=5
0.0439823 0.0192625 0 
0.0447677 0.0196064 0 
0.0455531 0.0199504 0 
0.0463385 0.0202943 0 
0.0471239 0.0206383 0 
ZONE I=5
0.0471239 0.0206383 0 
0.0479093 0.0209822 0 
0.0486947 0.0213261 0 
0.0494801 0.0216701 0 
0.0502655 0.022014 0 
ZONE I=5
0.0502655 0.022014 0 
0.0510509 0.0223579 0 
0.0518363 0.0227019 0 
0.0526217 0.0230458 0 
0.0534071 0.0233897 0 
ZONE I=5
0.0534071 0.0233897 0 
0.0541925 0.0237337 0 
0.0549779 0.0240776 0 
0.0557633 0.0244215 0 
0.0565487 0.0247655 0 
ZONE I=5
0.0565487 0.0247655 0 
0.0573341 0.0251094 0 
0.0581195 0.0254533 0 
0.0589049 0.0257972 0 
0.0596903 0.0261411 0 
ZONE I=5
0.0596903 0.0261411 0 
0.0604757 0.0264851 0 
0.0612611 0.026829 0 
0.0620465 0.0271729 0 
0.0628319 0.0275168 0 
ZONE I=5
0.0628319 0.0275168 0 
0.0636173 0.0278607 0 
0.0644026 0.0282046 0 
0.065188 0.0285485 0 
0.0659734 0.0288924 0 
ZONE I=5
0.0659734 0.0288924 0 
0.0667588 0.0292363 0 
0.0675442 0.0295802 0 
0.0683296 0.0299241 0 
0.069115 0.030268 0 
ZONE I=5
0.069115 0.030268 0 
0.0699004 0.0306119 0 
0.0706858 0.0309558 0 
0.0714712 0.0312997 0 
0.0722566 0.0316436 0 
ZONE I=5
0.0722566 0.0316436 0 
0.073042 0.0319875 0 
0.0738274 0.0323313 0 
0.0746128 0.0326752 0 
0.0753982 0.0330191 0 
ZONE I=5
0.0753982 0.0330191 0 
0.0761836 0.033363 0 
0.076969 0.0337068 0 
0.0777544 0.0340507 0 
0.0785398 0.0343946 0 
ZONE I=5
0.0785398 0.0343946 0 
0.0793252 0.0347385 0 
0.0801106 0.0350823 0 
0.080896 0.0354262 0 
0.0816814 0.03577 0 
ZONE I=5
0.0816814 0.03577 0 
0.0824668 0.0361139 0 
0.0832522 0.0364578 0 
0.0840376 0.0368016 0 
0.084823 0.0371455 0 
ZONE I=5
0.084823 0.0371455 0 
0.0856084 0.0374893 0 
0.0863938 0.0378331 0 
0.0871792 0.038177 0 
0.0879646 0.0385208 0 
ZONE I=5
0.0879646 0.0385208 0 
0.08875 0.0388647 0 
0.0895354 0.0392085 0 
0.0903208 0.0395523 0 
0.0911062 0.0398962 0 
ZONE I=5
0.0911062 0.0398962 0 
0.0918916 0.04024 0 
0.092677 0.0405838 0 
0.0934624 0.0409276 0 
0.0942478 0.0412714 0 
ZONE I=5
0.0942478 0.0412714 0 
0.0950332 0.0416153 0 
0.0958186 0.0419591 0 
0.096604 0.0423029 0 
0.0973894 0.0426467 0 
ZONE I=5
0.0973894 0.0426467 0 
0.0981748 0.0429905 0 
0.0989602 0.0433343 0 
0.0997456 0.0436781 0 
0.100531 0.0440219 0 
ZONE I=5
0.100531 0.0440219 0 
0.101316 0.0443657 0 
0.102102 0.0447095 0 
0.102887 0.0450532 0 
0.103673 0.045397 0 
ZONE I=5
0.103673 0.045397 0 
0.104458 0.0457408 0 
0.105243 0.0460846 0 
0.106029 0.0464284 0 
0.106814 0.0467721 0 
ZONE I=5
0.106814 0.0467721 0 
0.1076 0.0471159 0 
0.108385 0.0474597 0 
0.10917 0.0478034 0 
0.109956 0.0481472 0 
ZONE I=5
0.109956 0.0481472 0 
0.110741 0.0484909 0 
0.111527 0.0488347 0 
0.112312 0.0491784 0 
0.113097 0.0495222 0 
ZONE I=5
0.113097 0.0495222 0 
0.113883 0.0498659 0 
0.114668 0.0502096 0 
0.115454 0.0505534 0 
