ZONE I=5
0 0 0 
0.000785398 0.00047748 0 
0.0015708 0.000954959 0 
0.00235619 0.00143244 0 
0.00314159 0.00190992 0 
ZONE I=5
0.00314159 0.00190992 0 
0.00392699 0.0023874 0 
0.00471239 0.00286487 0 
0.00549779 0.00334235 0 
0.00628319 0.00381983 0 
ZONE I=5
0.00628319 0.00381983 0 
0.00706858 0.00429731 0 
0.00785398 0.00477478 0 
0.00863938 0.00525226 0 
0.00942478 0.00572973 0 
ZONE I=5
0.00942478 0.00572973 0 
0.0102102 0.0062072 0 
0.0109956 0.00668468 0 
0.011781 0.00716215 0 
0.0125664 0.00763962 0 
ZONE I=5
0.0125664 0.00763962 0 
0.0133518 0.00811709 0 
0.0141372 0.00859456 0 
0.0149226 0.00907202 0 
0.015708 0.00954949 0 
ZONE I=5
0.015708 0.00954949 0 
0.0164934 0.0100269 0 
0.0172788 0.0105044 0 
0.0180642 0.0109819 0 
0.0188496 0.0114593 0 
ZONE I=5
0.0188496 0.0114593 0 
0.019635 0.0119368 0 
0.0204204 0.0124142 0 
0.0212058 0.0128917 0 
0.0219911 0.0133691 0 
ZONE I=5
0.0219911 0.0133691 0 
0.0227765 0.0138466 0 
0.0235619 0.014324 0 
0.0243473 0.0148015 0 
0.0251327 0.0152789 0 
ZONE I=5
0.0251327 0.0152789 0 
0.0259181 0.0157564 0 
0.0267035 0.0162338 0 
0.0274889 0.0167112 0 
0.0282743 0.0171887 0 
ZONE I=5
0.0282743 0.0171887 0 
0.0290597 0.0176661 0 
0.0298451 0.0181435 0 
0.0306305 0.0186209 0 
0.0314159 0.0190984 0 
ZONE I=5
0.0314159 0.0190984 0 
0.0322013 0.0195758 0 
0.0329867 0.0200532 0 
0.0337721 0.0205306 0 
0.0345575 0.021008 0 
ZONE I=5
0.0345575 0.021008 0 
0.0353429 0.0214854 0 
0.0361283 0.0219628 0 
0.0369137 0.0224402 0 
0.0376991 0.0229176 0 
ZONE I=5
0.0376991 0.0229176 0 
0.0384845 0.023395 0 
0.0392699 0.0238724 0 
0.0400553 0.0243497 0 
0.0408407 0.0248271 0 
ZONE I=5
0.0408407 0.0248271 0 
0.0416261 0.0253045 0 
0.0424115 0.0257819 0 
0.0431969 0.0262592 0 
0.0439823 0.0267366 0 
ZONE I=5
0.0439823 0.0267366 0 
0.0447677 0.0272139 0 
0.0455531 0.0276913 0 
0.0463385 0.0281686 0 
0.0471239 0.028646 0 
ZONE I=5
0.0471239 0.028646 0 
0.0479093 0.0291233 0 
0.0486947 0.0296006 0 
0.0494801 0.030078 0 
0.0502655 0.0305553 0 
ZONE I=5
0.0502655 0.0305553 0 
0.0510509 0.0310326 0 
0.0518363 0.0315099 0 
0.0526217 0.0319872 0 
0.0534071 0.0324645 0 
ZONE I=5
0.0534071 0.0324645 0 
0.0541925 0.0329418 0 
0.0549779 0.0334191 0 
0.0557633 0.0338964 0 
0.0565487 0.0343737 0 
ZONE I=5
0.0565487 0.0343737 0 
0.0573341 0.034851 0 
0.0581195 0.0353282 0 
0.0589049 0.0358055 0 
0.0596903 0.0362828 0 
ZONE I=5
0.0596903 0.0362828 0 
0.0604757 0.03676 0 
0.0612611 0.0372373 0 
0.0620465 0.0377145 0 
0.0628319 0.0381917 0 
ZONE I=5
0.0628319 0.0381917 0 
0.0636173 0.038669 0 
0.0644026 0.0391462 0 
0.065188 0.0396234 0 
0.0659734 0.0401006 0 
ZONE I=5
0.0659734 0.0401006 0 
0.0667588 0.0405778 0 
0.0675442 0.041055 0 
0.0683296 0.0415322 0 
0.069115 0.0420094 0 
ZONE I=5
