ZONE I=5
0 0 0 
0.000785398 0.00095633 0 
0.0015708 0.00191266 0 
0.00235619 0.00286898 0 
0.00314159 0.00382531 0 
ZONE I=5
0.00314159 0.00382531 0 
0.00392699 0.00478163 0 
0.00471239 0.00573794 0 
0.00549779 0.00669424 0 
0.00628319 0.00765054 0 
ZONE I=5
0.00628319 0.00765054 0 
0.00706858 0.00860683 0 
0.00785398 0.00956311 0 
0.00863938 0.0105194 0 
0.00942478 0.0114756 0 
ZONE I=5
0.00942478 0.0114756 0 
0.0102102 0.0124319 0 
0.0109956 0.0133881 0 
0.011781 0.0143443 0 
0.0125664 0.0153005 0 
ZONE I=5
0.0125664 0.0153005 0 
0.0133518 0.0162567 0 
0.0141372 0.0172128 0 
0.0149226 0.018169 0 
0.015708 0.0191251 0 
ZONE I=5
0.015708 0.0191251 0 
0.0164934 0.0200812 0 
0.0172788 0.0210373 0 
0.0180642 0.0219933 0 
0.0188496 0.0229493 0 
ZONE I=5
0.0188496 0.0229493 0 
0.019635 0.0239053 0 
0.0204204 0.0248613 0 
0.0212058 0.0258172 0 
0.0219911 0.0267731 0 
ZONE I=5
0.0219911 0.0267731 0 
0.0227765 0.027729 0 
0.0235619 0.0286848 0 
0.0243473 0.0296406 0 
0.0251327 0.0305964 0 
ZONE I=5
0.0251327 0.0305964 0 
0.0259181 0.0315521 0 
0.0267035 0.0325078 0 
0.0274889 0.0334635 0 
0.0282743 0.0344191 0 
ZONE I=5
0.0282743 0.0344191 0 
0.0290597 0.0353747 0 
0.0298451 0.0363302 0 
0.0306305 0.0372857 0 
0.0314159 0.0382412 0 
ZONE I=5
0.0314159 0.0382412 0 
0.0322013 0.0391966 0 
0.0329867 0.0401519 0 
0.0337721 0.0411072 0 
0.0345575 0.0420625 0 
ZONE I=5
0.0345575 0.0420625 0 
0.0353429 0.0430177 0 
0.0361283 0.0439729 0 
0.0369137 0.044928 0 
0.0376991 0.045883 0 
ZONE I=5
0.0376991 0.045883 0 
0.0384845 0.046838 0 
0.0392699 0.047793 0 
0.0400553 0.0487479 0 
0.0408407 0.0497027 0 
ZONE I=5
0.0408407 0.0497027 0 
0.0416261 0.0506575 0 
0.0424115 0.0516122 0 
0.0431969 0.0525669 0 
0.0439823 0.0535215 0 
ZONE I=5
0.0439823 0.0535215 0 
0.0447677 0.054476 0 
0.0455531 0.0554305 0 
0.0463385 0.0563849 0 
0.0471239 0.0573392 0 
ZONE I=5
0.0471239 0.0573392 0 
0.0479093 0.0582935 0 
0.0486947 0.0592477 0 
0.0494801 0.0602018 0 
0.0502655 0.0611558 0 
ZONE I=5
0.0502655 0.0611558 0 
0.0510509 0.0621098 0 
0.0518363 0.0630637 0 
0.0526217 0.0640176 0 
0.0534071 0.0649713 0 
ZONE I=5
0.0534071 0.0649713 0 
0.0541925 0.065925 0 
0.0549779 0.0668786 0 
0.0557633 0.0678322 0 
0.0565487 0.0687856 0 
ZONE I=5
0.0565487 0.0687856 0 
0.0573341 0.069739 0 
0.0581195 0.0706923 0 
0.0589049 0.0716455 0 
0.0596903 0.0725986 0 
ZONE I=5
0.0596903 0.0725986 0 
0.0604757 0.0735516 0 
0.0612611 0.0745046 0 
0.0620465 0.0754574 0 
0.0628319 0.0764102 0 
ZONE I=5
0.0628319 0.0764102 0 
0.0636173 0.0773629 0 
0.0644026 0.0783155 0 
0.065188 0.0792679 0 
0.0659734 0.0802204 0 
ZONE I=5
0.0659734 0.0802204 0 
0.0667588 0.0811727 0 
0.0675442 0.0821249 0 
0.0683296 0.083077 0 
0.069115 0.084029 0 
ZONE I=5
0.069115 0.084029 0 
0.0699004 0.0849809 0 
0.0706858 0.0859327 0 
0.0714712 0.0868845 0 
0.0722566 0.0878361 0 
ZONE I=5
0.0722566 0.0878361 0 
0.073042 0.0887876 0 
0.0738274 0.089739 0 
0.0746128 0.0906903 0 
0.0753982 0.0916415 0 
ZONE I=5
0.0753982 0.0916415 0 
0.0761836 0.0925926 0 
0.076969 0.0935436 0 
0.0777544 0.0944944 0 
0.0785398 0.0954452 0 
ZONE I=5
0.0785398 0.0954452 0 
0.0793252 0.0963958 0 
0.0801106 0.0973464 0 
0.080896 0.0982968 0 
0.0816814 0.0992471 0 
ZONE I=5
0.0816814 0.0992471 0 
0.0824668 0.100197 0 
0.0832522 0.101147 0 
0.0840376 0.102097 0 
0.084823 0.103047 0 
ZONE I=5
0.084823 0.103047 0 
0.0856084 0.103997 0 
0.0863938 0.104946 0 
0.0871792 0.105896 0 
0.0879646 0.106845 0 
ZONE I=5
0.0879646 0.106845 0 
0.08875 0.107794 0 
0.0895354 0.108744 0 
0.0903208 0.109692 0 
0.0911062 0.110641 0 
ZONE I=5
0.0911062 0.110641 0 
0.0918916 0.11159 0 
0.092677 0.112539 0 
0.0934624 0.113487 0 
0.0942478 0.114435 0 
ZONE I=5
0.0942478 0.114435 0 
0.0950332 0.115383 0 
0.0958186 0.116332 0 
0.096604 0.117279 0 
0.0973894 0.118227 0 
ZONE I=5
0.0973894 0.118227 0 
0.0981748 0.119175 0 
0.0989602 0.120122 0 
0.0997456 0.12107 0 
0.100531 0.122017 0 
ZONE I=5
0.100531 0.122017 0 
0.101316 0.122964 0 
0.102102 0.123911 0 
0.102887 0.124858 0 
0.103673 0.125804 0 
ZONE I=5
0.103673 0.125804 0 
0.104458 0.126751 0 
0.105243 0.127697 0 
0.106029 0.128643 0 
0.106814 0.129589 0 
ZONE I=5
0.106814 0.129589 0 
0.1076 0.130535 0 
0.108385 0.131481 0 
0.10917 0.132426 0 
0.109956 0.133372 0 
ZONE I=5
0.109956 0.133372 0 
0.110741 0.134317 0 
0.111527 0.135262 0 
0.112312 0.136207 0 
0.113097 0.137152 0 
ZONE I=5
0.113097 0.137152 0 
0.113883 0.138096 0 
0.114668 0.139041 0 
0.115454 0.139985 0 
0.116239 0.140929 0 
ZONE I=5
0.116239 0.140929 0 
0.117024 0.141873 0 
0.11781 0.142817 0 
0.118595 0.143761 0 
0.119381 0.144704 0 
ZONE I=5
0.119381 0.144704 0 
0.120166 0.145647 0 
0.120951 0.14659 0 
0.121737 0.147533 0 
0.122522 0.148476 0 
ZONE I=5
0.122522 0.148476 0 
0.123308 0.149419 0 
0.124093 0.150361 0 
0.124878 0.151303 0 
0.125664 0.152246 0 
ZONE I=5
0.125664 0.152246 0 
0.126449 0.153187 0 
0.127235 0.154129 0 
0.12802 0.155071 0 
0.128805 0.156012 0 
ZONE I=5
